timestamp,hourly_channels,hourly_viewership,channels_change,viewership_change,game_name
2024-04-20 16:00:00+00:00,6,888,1.0,811.0,Brawl Stars
2024-04-20 17:00:00+00:00,11,274,5.0,-614.0,Brawl Stars
2024-04-20 18:00:00+00:00,33,824,22.0,550.0,Brawl Stars
2024-04-20 19:00:00+00:00,30,526,-3.0,-298.0,Brawl Stars
2024-04-18 21:00:00+00:00,1,15,,,Brawlhalla
2024-04-18 22:00:00+00:00,0,0,-1.0,-15.0,Brawlhalla
2024-04-18 23:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 00:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 01:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 02:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 03:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 04:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 05:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 06:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 07:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 08:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 09:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 10:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 11:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 12:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 13:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 14:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 15:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 16:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 17:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 18:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 19:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 20:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 21:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 22:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-19 23:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-20 00:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-20 01:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-20 02:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-20 03:00:00+00:00,2,2,2.0,2.0,Brawlhalla
2024-04-20 04:00:00+00:00,0,0,-2.0,-2.0,Brawlhalla
2024-04-20 05:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-20 06:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-20 07:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-20 08:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-20 09:00:00+00:00,1,5,1.0,5.0,Brawlhalla
2024-04-20 10:00:00+00:00,0,0,-1.0,-5.0,Brawlhalla
2024-04-20 11:00:00+00:00,0,0,0.0,0.0,Brawlhalla
2024-04-20 12:00:00+00:00,3,1085,3.0,1085.0,Brawlhalla
2024-04-20 13:00:00+00:00,3,20,0.0,-1065.0,Brawlhalla
2024-04-20 14:00:00+00:00,3,3,0.0,-17.0,Brawlhalla
2024-04-20 15:00:00+00:00,6,13351,3.0,13348.0,Brawlhalla
2024-04-20 16:00:00+00:00,9,32,3.0,-13319.0,Brawlhalla
2024-04-20 17:00:00+00:00,14,59,5.0,27.0,Brawlhalla
2024-04-20 18:00:00+00:00,28,279,14.0,220.0,Brawlhalla
2024-04-20 19:00:00+00:00,26,60,-2.0,-219.0,Brawlhalla
2024-04-20 08:00:00+00:00,2,11,,,Call of Duty
2024-04-20 09:00:00+00:00,0,0,-2.0,-11.0,Call of Duty
2024-04-20 10:00:00+00:00,0,0,0.0,0.0,Call of Duty
2024-04-20 11:00:00+00:00,0,0,0.0,0.0,Call of Duty
2024-04-20 12:00:00+00:00,1,44,1.0,44.0,Call of Duty
2024-04-20 13:00:00+00:00,1,10,0.0,-34.0,Call of Duty
2024-04-20 14:00:00+00:00,2,19,1.0,9.0,Call of Duty
2024-04-20 15:00:00+00:00,6,46,4.0,27.0,Call of Duty
2024-04-20 16:00:00+00:00,10,198,4.0,152.0,Call of Duty
2024-04-20 17:00:00+00:00,28,358,18.0,160.0,Call of Duty
2024-04-20 18:00:00+00:00,29,608,1.0,250.0,Call of Duty
2024-04-20 19:00:00+00:00,19,260,-10.0,-348.0,Call of Duty
2024-04-19 02:00:00+00:00,1,30,,,Call of Duty: Modern Warfare III
2024-04-19 03:00:00+00:00,0,0,-1.0,-30.0,Call of Duty: Modern Warfare III
2024-04-19 04:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 05:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 06:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 07:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 08:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 09:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 10:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 11:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 12:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 13:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 14:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 15:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 16:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 17:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 18:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 19:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 20:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 21:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-19 22:00:00+00:00,2,75,2.0,75.0,Call of Duty: Modern Warfare III
2024-04-19 23:00:00+00:00,0,0,-2.0,-75.0,Call of Duty: Modern Warfare III
2024-04-20 00:00:00+00:00,1,43,1.0,43.0,Call of Duty: Modern Warfare III
2024-04-20 01:00:00+00:00,0,0,-1.0,-43.0,Call of Duty: Modern Warfare III
2024-04-20 02:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-20 03:00:00+00:00,1,25,1.0,25.0,Call of Duty: Modern Warfare III
2024-04-20 04:00:00+00:00,2,79,1.0,54.0,Call of Duty: Modern Warfare III
2024-04-20 05:00:00+00:00,1,25,-1.0,-54.0,Call of Duty: Modern Warfare III
2024-04-20 06:00:00+00:00,0,0,-1.0,-25.0,Call of Duty: Modern Warfare III
2024-04-20 07:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-20 08:00:00+00:00,0,0,0.0,0.0,Call of Duty: Modern Warfare III
2024-04-20 09:00:00+00:00,2,104,2.0,104.0,Call of Duty: Modern Warfare III
2024-04-20 10:00:00+00:00,1,101,-1.0,-3.0,Call of Duty: Modern Warfare III
2024-04-20 11:00:00+00:00,0,0,-1.0,-101.0,Call of Duty: Modern Warfare III
2024-04-20 12:00:00+00:00,2,103,2.0,103.0,Call of Duty: Modern Warfare III
2024-04-20 13:00:00+00:00,3,161,1.0,58.0,Call of Duty: Modern Warfare III
2024-04-20 14:00:00+00:00,4,133,1.0,-28.0,Call of Duty: Modern Warfare III
2024-04-20 15:00:00+00:00,6,200,2.0,67.0,Call of Duty: Modern Warfare III
2024-04-20 16:00:00+00:00,10,258,4.0,58.0,Call of Duty: Modern Warfare III
2024-04-20 17:00:00+00:00,22,660,12.0,402.0,Call of Duty: Modern Warfare III
2024-04-20 18:00:00+00:00,19,1074,-3.0,414.0,Call of Duty: Modern Warfare III
2024-04-20 19:00:00+00:00,19,877,0.0,-197.0,Call of Duty: Modern Warfare III
2024-04-19 15:00:00+00:00,1,65,,,Call of Duty: Warzone
2024-04-19 16:00:00+00:00,0,0,-1.0,-65.0,Call of Duty: Warzone
2024-04-19 17:00:00+00:00,0,0,0.0,0.0,Call of Duty: Warzone
2024-04-19 18:00:00+00:00,0,0,0.0,0.0,Call of Duty: Warzone
2024-04-19 19:00:00+00:00,0,0,0.0,0.0,Call of Duty: Warzone
2024-04-19 20:00:00+00:00,0,0,0.0,0.0,Call of Duty: Warzone
2024-04-19 21:00:00+00:00,0,0,0.0,0.0,Call of Duty: Warzone
2024-04-19 22:00:00+00:00,0,0,0.0,0.0,Call of Duty: Warzone
2024-04-19 23:00:00+00:00,0,0,0.0,0.0,Call of Duty: Warzone
2024-04-20 00:00:00+00:00,1,923,1.0,923.0,Call of Duty: Warzone
2024-04-20 01:00:00+00:00,0,0,-1.0,-923.0,Call of Duty: Warzone
2024-04-20 02:00:00+00:00,1,127,1.0,127.0,Call of Duty: Warzone
2024-04-20 03:00:00+00:00,0,0,-1.0,-127.0,Call of Duty: Warzone
2024-04-20 04:00:00+00:00,1,100,1.0,100.0,Call of Duty: Warzone
2024-04-20 05:00:00+00:00,0,0,-1.0,-100.0,Call of Duty: Warzone
2024-04-20 06:00:00+00:00,0,0,0.0,0.0,Call of Duty: Warzone
2024-04-20 07:00:00+00:00,0,0,0.0,0.0,Call of Duty: Warzone
2024-04-20 08:00:00+00:00,1,85,1.0,85.0,Call of Duty: Warzone
2024-04-20 09:00:00+00:00,0,0,-1.0,-85.0,Call of Duty: Warzone
2024-04-20 10:00:00+00:00,1,89,1.0,89.0,Call of Duty: Warzone
2024-04-20 11:00:00+00:00,1,533,0.0,444.0,Call of Duty: Warzone
2024-04-20 12:00:00+00:00,6,5214,5.0,4681.0,Call of Duty: Warzone
2024-04-20 13:00:00+00:00,3,1849,-3.0,-3365.0,Call of Duty: Warzone
2024-04-20 14:00:00+00:00,7,3027,4.0,1178.0,Call of Duty: Warzone
2024-04-20 15:00:00+00:00,4,4610,-3.0,1583.0,Call of Duty: Warzone
2024-04-20 16:00:00+00:00,14,2375,10.0,-2235.0,Call of Duty: Warzone
2024-04-20 17:00:00+00:00,26,7108,12.0,4733.0,Call of Duty: Warzone
2024-04-20 18:00:00+00:00,19,4239,-7.0,-2869.0,Call of Duty: Warzone
2024-04-20 19:00:00+00:00,14,2927,-5.0,-1312.0,Call of Duty: Warzone
2024-04-18 22:00:00+00:00,1,293,,,Casino
2024-04-18 23:00:00+00:00,0,0,-1.0,-293.0,Casino
2024-04-19 00:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 01:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 02:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 03:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 04:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 05:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 06:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 07:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 08:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 09:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 10:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 11:00:00+00:00,4,5,4.0,5.0,Casino
2024-04-19 12:00:00+00:00,0,0,-4.0,-5.0,Casino
2024-04-19 13:00:00+00:00,1,15,1.0,15.0,Casino
2024-04-19 14:00:00+00:00,0,0,-1.0,-15.0,Casino
2024-04-19 15:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 16:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 17:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 18:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 19:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 20:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 21:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 22:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-19 23:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-20 00:00:00+00:00,2,2,2.0,2.0,Casino
2024-04-20 01:00:00+00:00,0,0,-2.0,-2.0,Casino
2024-04-20 02:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-20 03:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-20 04:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-20 05:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-20 06:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-20 07:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-20 08:00:00+00:00,0,0,0.0,0.0,Casino
2024-04-20 09:00:00+00:00,2,36,2.0,36.0,Casino
2024-04-20 10:00:00+00:00,3,6722,1.0,6686.0,Casino
2024-04-20 11:00:00+00:00,0,0,-3.0,-6722.0,Casino
2024-04-20 12:00:00+00:00,2,42,2.0,42.0,Casino
2024-04-20 13:00:00+00:00,2,150,0.0,108.0,Casino
2024-04-20 14:00:00+00:00,2,91,0.0,-59.0,Casino
2024-04-20 15:00:00+00:00,3,3000,1.0,2909.0,Casino
2024-04-20 16:00:00+00:00,8,5262,5.0,2262.0,Casino
2024-04-20 17:00:00+00:00,13,1413,5.0,-3849.0,Casino
2024-04-20 18:00:00+00:00,11,4569,-2.0,3156.0,Casino
2024-04-20 19:00:00+00:00,13,3309,2.0,-1260.0,Casino
2024-04-19 01:00:00+00:00,1,1,,,Chess
2024-04-19 02:00:00+00:00,0,0,-1.0,-1.0,Chess
2024-04-19 03:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 04:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 05:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 06:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 07:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 08:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 09:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 10:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 11:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 12:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 13:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 14:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 15:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 16:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 17:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 18:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 19:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 20:00:00+00:00,1,3,1.0,3.0,Chess
2024-04-19 21:00:00+00:00,0,0,-1.0,-3.0,Chess
2024-04-19 22:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-19 23:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-20 00:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-20 01:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-20 02:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-20 03:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-20 04:00:00+00:00,1,76,1.0,76.0,Chess
2024-04-20 05:00:00+00:00,0,0,-1.0,-76.0,Chess
2024-04-20 06:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-20 07:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-20 08:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-20 09:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-20 10:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-20 11:00:00+00:00,0,0,0.0,0.0,Chess
2024-04-20 12:00:00+00:00,1,1,1.0,1.0,Chess
2024-04-20 13:00:00+00:00,2,4,1.0,3.0,Chess
2024-04-20 14:00:00+00:00,1,12,-1.0,8.0,Chess
2024-04-20 15:00:00+00:00,6,1291,5.0,1279.0,Chess
2024-04-20 16:00:00+00:00,6,30,0.0,-1261.0,Chess
2024-04-20 17:00:00+00:00,16,371,10.0,341.0,Chess
2024-04-20 18:00:00+00:00,45,35317,29.0,34946.0,Chess
2024-04-20 19:00:00+00:00,17,457,-28.0,-34860.0,Chess
2024-04-19 12:00:00+00:00,1,249,,,Counter-Strike
2024-04-19 13:00:00+00:00,1,74,0.0,-175.0,Counter-Strike
2024-04-19 14:00:00+00:00,0,0,-1.0,-74.0,Counter-Strike
2024-04-19 15:00:00+00:00,0,0,0.0,0.0,Counter-Strike
2024-04-19 16:00:00+00:00,0,0,0.0,0.0,Counter-Strike
2024-04-19 17:00:00+00:00,0,0,0.0,0.0,Counter-Strike
2024-04-19 18:00:00+00:00,1,194,1.0,194.0,Counter-Strike
2024-04-19 19:00:00+00:00,0,0,-1.0,-194.0,Counter-Strike
2024-04-19 20:00:00+00:00,0,0,0.0,0.0,Counter-Strike
2024-04-19 21:00:00+00:00,0,0,0.0,0.0,Counter-Strike
2024-04-19 22:00:00+00:00,0,0,0.0,0.0,Counter-Strike
2024-04-19 23:00:00+00:00,0,0,0.0,0.0,Counter-Strike
2024-04-20 00:00:00+00:00,1,175,1.0,175.0,Counter-Strike
2024-04-20 01:00:00+00:00,0,0,-1.0,-175.0,Counter-Strike
2024-04-20 02:00:00+00:00,0,0,0.0,0.0,Counter-Strike
2024-04-20 03:00:00+00:00,0,0,0.0,0.0,Counter-Strike
2024-04-20 04:00:00+00:00,0,0,0.0,0.0,Counter-Strike
2024-04-20 05:00:00+00:00,0,0,0.0,0.0,Counter-Strike
2024-04-20 06:00:00+00:00,0,0,0.0,0.0,Counter-Strike
2024-04-20 07:00:00+00:00,0,0,0.0,0.0,Counter-Strike
2024-04-20 08:00:00+00:00,4,1703,4.0,1703.0,Counter-Strike
2024-04-20 09:00:00+00:00,0,0,-4.0,-1703.0,Counter-Strike
2024-04-20 10:00:00+00:00,2,1416,2.0,1416.0,Counter-Strike
2024-04-20 11:00:00+00:00,2,523,0.0,-893.0,Counter-Strike
2024-04-20 12:00:00+00:00,5,58480,3.0,57957.0,Counter-Strike
2024-04-20 13:00:00+00:00,6,5218,1.0,-53262.0,Counter-Strike
2024-04-20 14:00:00+00:00,7,1559,1.0,-3659.0,Counter-Strike
2024-04-20 15:00:00+00:00,4,978,-3.0,-581.0,Counter-Strike
2024-04-20 16:00:00+00:00,5,2961,1.0,1983.0,Counter-Strike
2024-04-20 17:00:00+00:00,23,7287,18.0,4326.0,Counter-Strike
2024-04-20 18:00:00+00:00,20,9897,-3.0,2610.0,Counter-Strike
2024-04-20 19:00:00+00:00,13,3529,-7.0,-6368.0,Counter-Strike
2024-04-20 07:00:00+00:00,1,244,,,Counter-Strike: Global Offensive
2024-04-20 08:00:00+00:00,0,0,-1.0,-244.0,Counter-Strike: Global Offensive
2024-04-20 09:00:00+00:00,0,0,0.0,0.0,Counter-Strike: Global Offensive
2024-04-20 10:00:00+00:00,0,0,0.0,0.0,Counter-Strike: Global Offensive
2024-04-20 11:00:00+00:00,0,0,0.0,0.0,Counter-Strike: Global Offensive
2024-04-20 12:00:00+00:00,0,0,0.0,0.0,Counter-Strike: Global Offensive
2024-04-20 13:00:00+00:00,0,0,0.0,0.0,Counter-Strike: Global Offensive
2024-04-20 14:00:00+00:00,0,0,0.0,0.0,Counter-Strike: Global Offensive
2024-04-20 15:00:00+00:00,0,0,0.0,0.0,Counter-Strike: Global Offensive
2024-04-20 16:00:00+00:00,0,0,0.0,0.0,Counter-Strike: Global Offensive
2024-04-20 17:00:00+00:00,1,467,1.0,467.0,Counter-Strike: Global Offensive
2024-04-19 05:00:00+00:00,1,30,,,DayZ
2024-04-19 06:00:00+00:00,0,0,-1.0,-30.0,DayZ
2024-04-19 07:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-19 08:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-19 09:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-19 10:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-19 11:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-19 12:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-19 13:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-19 14:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-19 15:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-19 16:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-19 17:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-19 18:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-19 19:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-19 20:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-19 21:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-19 22:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-19 23:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-20 00:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-20 01:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-20 02:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-20 03:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-20 04:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-20 05:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-20 06:00:00+00:00,1,40,1.0,40.0,DayZ
2024-04-20 07:00:00+00:00,0,0,-1.0,-40.0,DayZ
2024-04-20 08:00:00+00:00,0,0,0.0,0.0,DayZ
2024-04-20 09:00:00+00:00,1,30,1.0,30.0,DayZ
2024-04-20 10:00:00+00:00,1,9,0.0,-21.0,DayZ
2024-04-20 11:00:00+00:00,3,557,2.0,548.0,DayZ
2024-04-20 12:00:00+00:00,4,66,1.0,-491.0,DayZ
2024-04-20 13:00:00+00:00,3,172,-1.0,106.0,DayZ
2024-04-20 14:00:00+00:00,7,1149,4.0,977.0,DayZ
2024-04-20 15:00:00+00:00,11,415,4.0,-734.0,DayZ
2024-04-20 16:00:00+00:00,13,807,2.0,392.0,DayZ
2024-04-20 17:00:00+00:00,21,1111,8.0,304.0,DayZ
2024-04-20 18:00:00+00:00,21,678,0.0,-433.0,DayZ
2024-04-20 19:00:00+00:00,11,315,-10.0,-363.0,DayZ
2024-04-19 13:00:00+00:00,1,76,,,Dead by Daylight
2024-04-19 14:00:00+00:00,0,0,-1.0,-76.0,Dead by Daylight
2024-04-19 15:00:00+00:00,0,0,0.0,0.0,Dead by Daylight
2024-04-19 16:00:00+00:00,0,0,0.0,0.0,Dead by Daylight
2024-04-19 17:00:00+00:00,0,0,0.0,0.0,Dead by Daylight
2024-04-19 18:00:00+00:00,0,0,0.0,0.0,Dead by Daylight
2024-04-19 19:00:00+00:00,0,0,0.0,0.0,Dead by Daylight
2024-04-19 20:00:00+00:00,0,0,0.0,0.0,Dead by Daylight
2024-04-19 21:00:00+00:00,0,0,0.0,0.0,Dead by Daylight
2024-04-19 22:00:00+00:00,0,0,0.0,0.0,Dead by Daylight
2024-04-19 23:00:00+00:00,0,0,0.0,0.0,Dead by Daylight
2024-04-20 00:00:00+00:00,0,0,0.0,0.0,Dead by Daylight
2024-04-20 01:00:00+00:00,0,0,0.0,0.0,Dead by Daylight
2024-04-20 02:00:00+00:00,1,123,1.0,123.0,Dead by Daylight
2024-04-20 03:00:00+00:00,0,0,-1.0,-123.0,Dead by Daylight
2024-04-20 04:00:00+00:00,0,0,0.0,0.0,Dead by Daylight
2024-04-20 05:00:00+00:00,0,0,0.0,0.0,Dead by Daylight
2024-04-20 06:00:00+00:00,0,0,0.0,0.0,Dead by Daylight
2024-04-20 07:00:00+00:00,0,0,0.0,0.0,Dead by Daylight
2024-04-20 08:00:00+00:00,0,0,0.0,0.0,Dead by Daylight
2024-04-20 09:00:00+00:00,2,151,2.0,151.0,Dead by Daylight
2024-04-20 10:00:00+00:00,1,70,-1.0,-81.0,Dead by Daylight
2024-04-20 11:00:00+00:00,2,150,1.0,80.0,Dead by Daylight
2024-04-20 12:00:00+00:00,2,253,0.0,103.0,Dead by Daylight
2024-04-20 13:00:00+00:00,2,79,0.0,-174.0,Dead by Daylight
2024-04-20 14:00:00+00:00,6,408,4.0,329.0,Dead by Daylight
2024-04-20 15:00:00+00:00,13,1332,7.0,924.0,Dead by Daylight
2024-04-20 16:00:00+00:00,14,2914,1.0,1582.0,Dead by Daylight
2024-04-20 17:00:00+00:00,22,6695,8.0,3781.0,Dead by Daylight
2024-04-20 18:00:00+00:00,24,3853,2.0,-2842.0,Dead by Daylight
2024-04-20 19:00:00+00:00,10,960,-14.0,-2893.0,Dead by Daylight
2024-04-20 10:00:00+00:00,1,4,,,Death Must Die
2024-04-20 11:00:00+00:00,0,0,-1.0,-4.0,Death Must Die
2024-04-20 12:00:00+00:00,0,0,0.0,0.0,Death Must Die
2024-04-20 13:00:00+00:00,1,3,1.0,3.0,Death Must Die
2024-04-20 14:00:00+00:00,2,42,1.0,39.0,Death Must Die
2024-04-20 15:00:00+00:00,3,152,1.0,110.0,Death Must Die
2024-04-20 16:00:00+00:00,4,17030,1.0,16878.0,Death Must Die
2024-04-20 17:00:00+00:00,11,104,7.0,-16926.0,Death Must Die
2024-04-20 18:00:00+00:00,10,183,-1.0,79.0,Death Must Die
2024-04-20 19:00:00+00:00,12,28,2.0,-155.0,Death Must Die
2024-04-18 23:00:00+00:00,1,24,,,Destiny 2
2024-04-19 00:00:00+00:00,0,0,-1.0,-24.0,Destiny 2
2024-04-19 01:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 02:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 03:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 04:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 05:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 06:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 07:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 08:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 09:00:00+00:00,1,40,1.0,40.0,Destiny 2
2024-04-19 10:00:00+00:00,0,0,-1.0,-40.0,Destiny 2
2024-04-19 11:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 12:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 13:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 14:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 15:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 16:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 17:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 18:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 19:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 20:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 21:00:00+00:00,0,0,0.0,0.0,Destiny 2
2024-04-19 22:00:00+00:00,1,27,1.0,27.0,Destiny 2
2024-04-19 23:00:00+00:00,0,0,-1.0,-27.0,Destiny 2
2024-04-20 00:00:00+00:00,0,0,0.0,0.0,Destiny 2
