game_name,timestamp,hourly_channels,hourly_viewership,views_per_channel
Marvel Snap,2024-04-20 01:00:00+00:00,0,0,
Marvel Snap,2024-04-20 02:00:00+00:00,0,0,
Marvel Snap,2024-04-20 03:00:00+00:00,0,0,
Marvel Snap,2024-04-20 04:00:00+00:00,0,0,
Marvel Snap,2024-04-20 05:00:00+00:00,0,0,
Marvel Snap,2024-04-20 06:00:00+00:00,2,10307,5153.5
Marvel Snap,2024-04-20 07:00:00+00:00,0,0,
Marvel Snap,2024-04-20 08:00:00+00:00,0,0,
Marvel Snap,2024-04-20 09:00:00+00:00,1,2,2.0
Marvel Snap,2024-04-20 10:00:00+00:00,2,513,256.5
Marvel Snap,2024-04-20 11:00:00+00:00,0,0,
Marvel Snap,2024-04-20 12:00:00+00:00,2,1191,595.5
Marvel Snap,2024-04-20 13:00:00+00:00,2,612,306.0
Marvel Snap,2024-04-20 14:00:00+00:00,7,1161,165.857
Marvel Snap,2024-04-20 15:00:00+00:00,7,674,96.286
Marvel Snap,2024-04-20 16:00:00+00:00,2,2,1.0
Marvel Snap,2024-04-20 17:00:00+00:00,7,414,59.143
Marvel Snap,2024-04-20 18:00:00+00:00,7,92,13.143
Marvel Snap,2024-04-20 19:00:00+00:00,15,285,19.0
Mechabellum,2024-04-20 15:00:00+00:00,1,6082,6082.0
Mechabellum,2024-04-20 16:00:00+00:00,1,159,159.0
Mechabellum,2024-04-20 17:00:00+00:00,3,18,6.0
Mechabellum,2024-04-20 18:00:00+00:00,4,65,16.25
Mechabellum,2024-04-20 19:00:00+00:00,5,9,1.8
Metin2,2024-04-19 14:00:00+00:00,2,143,71.5
Metin2,2024-04-19 15:00:00+00:00,0,0,
Metin2,2024-04-19 16:00:00+00:00,0,0,
Metin2,2024-04-19 17:00:00+00:00,0,0,
Metin2,2024-04-19 18:00:00+00:00,0,0,
Metin2,2024-04-19 19:00:00+00:00,0,0,
Metin2,2024-04-19 20:00:00+00:00,0,0,
Metin2,2024-04-19 21:00:00+00:00,0,0,
Metin2,2024-04-19 22:00:00+00:00,0,0,
Metin2,2024-04-19 23:00:00+00:00,0,0,
Metin2,2024-04-20 00:00:00+00:00,0,0,
Metin2,2024-04-20 01:00:00+00:00,0,0,
Metin2,2024-04-20 02:00:00+00:00,0,0,
Metin2,2024-04-20 03:00:00+00:00,0,0,
Metin2,2024-04-20 04:00:00+00:00,0,0,
Metin2,2024-04-20 05:00:00+00:00,0,0,
Metin2,2024-04-20 06:00:00+00:00,0,0,
Metin2,2024-04-20 07:00:00+00:00,0,0,
Metin2,2024-04-20 08:00:00+00:00,0,0,
Metin2,2024-04-20 09:00:00+00:00,1,1,1.0
Metin2,2024-04-20 10:00:00+00:00,1,38,38.0
Metin2,2024-04-20 11:00:00+00:00,1,92,92.0
Metin2,2024-04-20 12:00:00+00:00,2,21,10.5
Metin2,2024-04-20 13:00:00+00:00,3,16,5.333
Metin2,2024-04-20 14:00:00+00:00,2,2,1.0
Metin2,2024-04-20 15:00:00+00:00,5,3978,795.6
Metin2,2024-04-20 16:00:00+00:00,4,133,33.25
Metin2,2024-04-20 17:00:00+00:00,18,474,26.333
Metin2,2024-04-20 18:00:00+00:00,15,1820,121.333
Metin2,2024-04-20 19:00:00+00:00,17,299,17.588
Minecraft,2024-04-19 04:00:00+00:00,1,47,47.0
Minecraft,2024-04-19 05:00:00+00:00,0,0,
Minecraft,2024-04-19 06:00:00+00:00,1,95,95.0
Minecraft,2024-04-19 07:00:00+00:00,0,0,
Minecraft,2024-04-19 08:00:00+00:00,0,0,
Minecraft,2024-04-19 09:00:00+00:00,0,0,
Minecraft,2024-04-19 10:00:00+00:00,1,55,55.0
Minecraft,2024-04-19 11:00:00+00:00,0,0,
Minecraft,2024-04-19 12:00:00+00:00,0,0,
Minecraft,2024-04-19 13:00:00+00:00,0,0,
Minecraft,2024-04-19 14:00:00+00:00,0,0,
Minecraft,2024-04-19 15:00:00+00:00,1,179,179.0
Minecraft,2024-04-19 16:00:00+00:00,0,0,
Minecraft,2024-04-19 17:00:00+00:00,0,0,
Minecraft,2024-04-19 18:00:00+00:00,0,0,
Minecraft,2024-04-19 19:00:00+00:00,1,292,292.0
Minecraft,2024-04-19 20:00:00+00:00,0,0,
Minecraft,2024-04-19 21:00:00+00:00,0,0,
Minecraft,2024-04-19 22:00:00+00:00,0,0,
Minecraft,2024-04-19 23:00:00+00:00,0,0,
Minecraft,2024-04-20 00:00:00+00:00,0,0,
Minecraft,2024-04-20 01:00:00+00:00,1,116,116.0
Minecraft,2024-04-20 02:00:00+00:00,0,0,
Minecraft,2024-04-20 03:00:00+00:00,0,0,
Minecraft,2024-04-20 04:00:00+00:00,0,0,
Minecraft,2024-04-20 05:00:00+00:00,0,0,
Minecraft,2024-04-20 06:00:00+00:00,1,176,176.0
Minecraft,2024-04-20 07:00:00+00:00,1,95,95.0
Minecraft,2024-04-20 08:00:00+00:00,0,0,
Minecraft,2024-04-20 09:00:00+00:00,0,0,
Minecraft,2024-04-20 10:00:00+00:00,0,0,
Minecraft,2024-04-20 11:00:00+00:00,5,712,142.4
Minecraft,2024-04-20 12:00:00+00:00,5,803,160.6
Minecraft,2024-04-20 13:00:00+00:00,7,6445,920.714
Minecraft,2024-04-20 14:00:00+00:00,2,3070,1535.0
Minecraft,2024-04-20 15:00:00+00:00,9,1346,149.556
Minecraft,2024-04-20 16:00:00+00:00,14,3827,273.357
Minecraft,2024-04-20 17:00:00+00:00,11,2849,259.0
Minecraft,2024-04-20 18:00:00+00:00,23,5359,233.0
Minecraft,2024-04-20 19:00:00+00:00,15,2872,191.467
Music,2024-04-19 04:00:00+00:00,1,96,96.0
Music,2024-04-19 05:00:00+00:00,0,0,
Music,2024-04-19 06:00:00+00:00,1,87,87.0
Music,2024-04-19 07:00:00+00:00,0,0,
Music,2024-04-19 08:00:00+00:00,1,307,307.0
Music,2024-04-19 09:00:00+00:00,0,0,
Music,2024-04-19 10:00:00+00:00,1,90,90.0
Music,2024-04-19 11:00:00+00:00,0,0,
Music,2024-04-19 12:00:00+00:00,0,0,
Music,2024-04-19 13:00:00+00:00,0,0,
Music,2024-04-19 14:00:00+00:00,1,108,108.0
Music,2024-04-19 15:00:00+00:00,0,0,
Music,2024-04-19 16:00:00+00:00,0,0,
Music,2024-04-19 17:00:00+00:00,0,0,
Music,2024-04-19 18:00:00+00:00,0,0,
Music,2024-04-19 19:00:00+00:00,0,0,
Music,2024-04-19 20:00:00+00:00,0,0,
Music,2024-04-19 21:00:00+00:00,0,0,
Music,2024-04-19 22:00:00+00:00,0,0,
Music,2024-04-19 23:00:00+00:00,1,236,236.0
Music,2024-04-20 00:00:00+00:00,0,0,
Music,2024-04-20 01:00:00+00:00,0,0,
Music,2024-04-20 02:00:00+00:00,0,0,
Music,2024-04-20 03:00:00+00:00,0,0,
Music,2024-04-20 04:00:00+00:00,0,0,
Music,2024-04-20 05:00:00+00:00,0,0,
Music,2024-04-20 06:00:00+00:00,0,0,
Music,2024-04-20 07:00:00+00:00,0,0,
Music,2024-04-20 08:00:00+00:00,0,0,
Music,2024-04-20 09:00:00+00:00,1,83,83.0
Music,2024-04-20 10:00:00+00:00,1,72,72.0
Music,2024-04-20 11:00:00+00:00,3,407,135.667
Music,2024-04-20 12:00:00+00:00,2,298,149.0
Music,2024-04-20 13:00:00+00:00,5,958,191.6
Music,2024-04-20 14:00:00+00:00,6,1423,237.167
Music,2024-04-20 15:00:00+00:00,5,799,159.8
Music,2024-04-20 16:00:00+00:00,13,4521,347.769
Music,2024-04-20 17:00:00+00:00,20,5859,292.95
Music,2024-04-20 18:00:00+00:00,23,4613,200.565
Music,2024-04-20 19:00:00+00:00,14,2107,150.5
NBA 2K24,2024-04-19 22:00:00+00:00,1,8,8.0
NBA 2K24,2024-04-19 23:00:00+00:00,0,0,
NBA 2K24,2024-04-20 00:00:00+00:00,0,0,
NBA 2K24,2024-04-20 01:00:00+00:00,0,0,
NBA 2K24,2024-04-20 02:00:00+00:00,0,0,
NBA 2K24,2024-04-20 03:00:00+00:00,0,0,
NBA 2K24,2024-04-20 04:00:00+00:00,0,0,
NBA 2K24,2024-04-20 05:00:00+00:00,0,0,
NBA 2K24,2024-04-20 06:00:00+00:00,0,0,
NBA 2K24,2024-04-20 07:00:00+00:00,0,0,
NBA 2K24,2024-04-20 08:00:00+00:00,0,0,
NBA 2K24,2024-04-20 09:00:00+00:00,0,0,
NBA 2K24,2024-04-20 10:00:00+00:00,1,6,6.0
NBA 2K24,2024-04-20 11:00:00+00:00,0,0,
NBA 2K24,2024-04-20 12:00:00+00:00,2,62,31.0
NBA 2K24,2024-04-20 13:00:00+00:00,0,0,
NBA 2K24,2024-04-20 14:00:00+00:00,5,193,38.6
NBA 2K24,2024-04-20 15:00:00+00:00,6,99,16.5
NBA 2K24,2024-04-20 16:00:00+00:00,16,748,46.75
NBA 2K24,2024-04-20 17:00:00+00:00,16,274,17.125
NBA 2K24,2024-04-20 18:00:00+00:00,31,14275,460.484
NBA 2K24,2024-04-20 19:00:00+00:00,18,76,4.222
No Rest for the Wicked,2024-04-19 15:00:00+00:00,1,682,682.0
No Rest for the Wicked,2024-04-19 16:00:00+00:00,0,0,
No Rest for the Wicked,2024-04-19 17:00:00+00:00,0,0,
No Rest for the Wicked,2024-04-19 18:00:00+00:00,0,0,
No Rest for the Wicked,2024-04-19 19:00:00+00:00,0,0,
No Rest for the Wicked,2024-04-19 20:00:00+00:00,0,0,
No Rest for the Wicked,2024-04-19 21:00:00+00:00,0,0,
No Rest for the Wicked,2024-04-19 22:00:00+00:00,0,0,
No Rest for the Wicked,2024-04-19 23:00:00+00:00,0,0,
No Rest for the Wicked,2024-04-20 00:00:00+00:00,0,0,
No Rest for the Wicked,2024-04-20 01:00:00+00:00,0,0,
No Rest for the Wicked,2024-04-20 02:00:00+00:00,0,0,
No Rest for the Wicked,2024-04-20 03:00:00+00:00,0,0,
No Rest for the Wicked,2024-04-20 04:00:00+00:00,0,0,
No Rest for the Wicked,2024-04-20 05:00:00+00:00,0,0,
No Rest for the Wicked,2024-04-20 06:00:00+00:00,0,0,
No Rest for the Wicked,2024-04-20 07:00:00+00:00,0,0,
No Rest for the Wicked,2024-04-20 08:00:00+00:00,3,2203,734.333
No Rest for the Wicked,2024-04-20 09:00:00+00:00,1,21,21.0
No Rest for the Wicked,2024-04-20 10:00:00+00:00,3,2063,687.667
No Rest for the Wicked,2024-04-20 11:00:00+00:00,2,97,48.5
No Rest for the Wicked,2024-04-20 12:00:00+00:00,6,776,129.333
No Rest for the Wicked,2024-04-20 13:00:00+00:00,7,1177,168.143
No Rest for the Wicked,2024-04-20 14:00:00+00:00,8,680,85.0
No Rest for the Wicked,2024-04-20 15:00:00+00:00,14,6173,440.929
No Rest for the Wicked,2024-04-20 16:00:00+00:00,12,2557,213.083
No Rest for the Wicked,2024-04-20 17:00:00+00:00,24,2252,93.833
No Rest for the Wicked,2024-04-20 18:00:00+00:00,15,1402,93.467
No Rest for the Wicked,2024-04-20 19:00:00+00:00,4,254,63.5
Noita,2024-04-20 07:00:00+00:00,1,12382,12382.0
Noita,2024-04-20 08:00:00+00:00,0,0,
Noita,2024-04-20 09:00:00+00:00,0,0,
Noita,2024-04-20 10:00:00+00:00,0,0,
Noita,2024-04-20 11:00:00+00:00,0,0,
Noita,2024-04-20 12:00:00+00:00,0,0,
Noita,2024-04-20 13:00:00+00:00,1,2,2.0
Noita,2024-04-20 14:00:00+00:00,0,0,
Noita,2024-04-20 15:00:00+00:00,4,22,5.5
Noita,2024-04-20 16:00:00+00:00,5,105,21.0
Noita,2024-04-20 17:00:00+00:00,3,37,12.333
Noita,2024-04-20 18:00:00+00:00,16,174,10.875
Noita,2024-04-20 19:00:00+00:00,12,124,10.333
Old School RuneScape,2024-04-19 16:00:00+00:00,1,50,50.0
Old School RuneScape,2024-04-19 17:00:00+00:00,0,0,
Old School RuneScape,2024-04-19 18:00:00+00:00,0,0,
Old School RuneScape,2024-04-19 19:00:00+00:00,0,0,
Old School RuneScape,2024-04-19 20:00:00+00:00,0,0,
Old School RuneScape,2024-04-19 21:00:00+00:00,0,0,
Old School RuneScape,2024-04-19 22:00:00+00:00,0,0,
Old School RuneScape,2024-04-19 23:00:00+00:00,0,0,
Old School RuneScape,2024-04-20 00:00:00+00:00,0,0,
Old School RuneScape,2024-04-20 01:00:00+00:00,0,0,
Old School RuneScape,2024-04-20 02:00:00+00:00,1,61,61.0
Old School RuneScape,2024-04-20 03:00:00+00:00,0,0,
Old School RuneScape,2024-04-20 04:00:00+00:00,0,0,
Old School RuneScape,2024-04-20 05:00:00+00:00,0,0,
Old School RuneScape,2024-04-20 06:00:00+00:00,0,0,
Old School RuneScape,2024-04-20 07:00:00+00:00,0,0,
Old School RuneScape,2024-04-20 08:00:00+00:00,0,0,
Old School RuneScape,2024-04-20 09:00:00+00:00,2,22,11.0
Old School RuneScape,2024-04-20 10:00:00+00:00,1,1889,1889.0
Old School RuneScape,2024-04-20 11:00:00+00:00,0,0,
Old School RuneScape,2024-04-20 12:00:00+00:00,3,52,17.333
Old School RuneScape,2024-04-20 13:00:00+00:00,4,147,36.75
Old School RuneScape,2024-04-20 14:00:00+00:00,12,1934,161.167
Old School RuneScape,2024-04-20 15:00:00+00:00,9,270,30.0
Old School RuneScape,2024-04-20 16:00:00+00:00,15,832,55.467
Old School RuneScape,2024-04-20 17:00:00+00:00,9,277,30.778
Old School RuneScape,2024-04-20 18:00:00+00:00,29,967,33.345
Old School RuneScape,2024-04-20 19:00:00+00:00,12,232,19.333
Overwatch 2,2024-04-18 21:00:00+00:00,1,47,47.0
Overwatch 2,2024-04-18 22:00:00+00:00,0,0,
Overwatch 2,2024-04-18 23:00:00+00:00,0,0,
Overwatch 2,2024-04-19 00:00:00+00:00,0,0,
Overwatch 2,2024-04-19 01:00:00+00:00,0,0,
Overwatch 2,2024-04-19 02:00:00+00:00,1,39,39.0
Overwatch 2,2024-04-19 03:00:00+00:00,0,0,
Overwatch 2,2024-04-19 04:00:00+00:00,0,0,
Overwatch 2,2024-04-19 05:00:00+00:00,0,0,
Overwatch 2,2024-04-19 06:00:00+00:00,0,0,
Overwatch 2,2024-04-19 07:00:00+00:00,0,0,
Overwatch 2,2024-04-19 08:00:00+00:00,0,0,
Overwatch 2,2024-04-19 09:00:00+00:00,0,0,
Overwatch 2,2024-04-19 10:00:00+00:00,0,0,
Overwatch 2,2024-04-19 11:00:00+00:00,2,217,108.5
Overwatch 2,2024-04-19 12:00:00+00:00,0,0,
Overwatch 2,2024-04-19 13:00:00+00:00,0,0,
Overwatch 2,2024-04-19 14:00:00+00:00,0,0,
Overwatch 2,2024-04-19 15:00:00+00:00,0,0,
Overwatch 2,2024-04-19 16:00:00+00:00,0,0,
Overwatch 2,2024-04-19 17:00:00+00:00,0,0,
Overwatch 2,2024-04-19 18:00:00+00:00,0,0,
Overwatch 2,2024-04-19 19:00:00+00:00,0,0,
Overwatch 2,2024-04-19 20:00:00+00:00,0,0,
Overwatch 2,2024-04-19 21:00:00+00:00,0,0,
Overwatch 2,2024-04-19 22:00:00+00:00,0,0,
Overwatch 2,2024-04-19 23:00:00+00:00,0,0,
Overwatch 2,2024-04-20 00:00:00+00:00,0,0,
Overwatch 2,2024-04-20 01:00:00+00:00,0,0,
Overwatch 2,2024-04-20 02:00:00+00:00,1,586,586.0
Overwatch 2,2024-04-20 03:00:00+00:00,0,0,
Overwatch 2,2024-04-20 04:00:00+00:00,0,0,
Overwatch 2,2024-04-20 05:00:00+00:00,1,53,53.0
Overwatch 2,2024-04-20 06:00:00+00:00,0,0,
Overwatch 2,2024-04-20 07:00:00+00:00,1,27,27.0
Overwatch 2,2024-04-20 08:00:00+00:00,0,0,
Overwatch 2,2024-04-20 09:00:00+00:00,0,0,
Overwatch 2,2024-04-20 10:00:00+00:00,4,11126,2781.5
Overwatch 2,2024-04-20 11:00:00+00:00,1,127,127.0
Overwatch 2,2024-04-20 12:00:00+00:00,1,36,36.0
Overwatch 2,2024-04-20 13:00:00+00:00,4,2242,560.5
Overwatch 2,2024-04-20 14:00:00+00:00,13,4701,361.615
Overwatch 2,2024-04-20 15:00:00+00:00,14,20771,1483.643
Overwatch 2,2024-04-20 16:00:00+00:00,13,4060,312.308
Overwatch 2,2024-04-20 17:00:00+00:00,17,1754,103.176
Overwatch 2,2024-04-20 18:00:00+00:00,15,2236,149.067
Overwatch 2,2024-04-20 19:00:00+00:00,11,1000,90.909
PUBG: BATTLEGROUNDS,2024-04-19 21:00:00+00:00,2,112,56.0
PUBG: BATTLEGROUNDS,2024-04-19 22:00:00+00:00,0,0,
PUBG: BATTLEGROUNDS,2024-04-19 23:00:00+00:00,0,0,
PUBG: BATTLEGROUNDS,2024-04-20 00:00:00+00:00,1,37,37.0
PUBG: BATTLEGROUNDS,2024-04-20 01:00:00+00:00,0,0,
PUBG: BATTLEGROUNDS,2024-04-20 02:00:00+00:00,0,0,
PUBG: BATTLEGROUNDS,2024-04-20 03:00:00+00:00,1,716,716.0
PUBG: BATTLEGROUNDS,2024-04-20 04:00:00+00:00,0,0,
PUBG: BATTLEGROUNDS,2024-04-20 05:00:00+00:00,0,0,
PUBG: BATTLEGROUNDS,2024-04-20 06:00:00+00:00,0,0,
PUBG: BATTLEGROUNDS,2024-04-20 07:00:00+00:00,0,0,
PUBG: BATTLEGROUNDS,2024-04-20 08:00:00+00:00,0,0,
PUBG: BATTLEGROUNDS,2024-04-20 09:00:00+00:00,0,0,
PUBG: BATTLEGROUNDS,2024-04-20 10:00:00+00:00,2,89,44.5
PUBG: BATTLEGROUNDS,2024-04-20 11:00:00+00:00,2,62,31.0
PUBG: BATTLEGROUNDS,2024-04-20 12:00:00+00:00,2,319,159.5
PUBG: BATTLEGROUNDS,2024-04-20 13:00:00+00:00,3,266,88.667
PUBG: BATTLEGROUNDS,2024-04-20 14:00:00+00:00,3,260,86.667
PUBG: BATTLEGROUNDS,2024-04-20 15:00:00+00:00,9,332,36.889
PUBG: BATTLEGROUNDS,2024-04-20 16:00:00+00:00,12,2178,181.5
PUBG: BATTLEGROUNDS,2024-04-20 17:00:00+00:00,28,2381,85.036
PUBG: BATTLEGROUNDS,2024-04-20 18:00:00+00:00,22,6070,275.909
PUBG: BATTLEGROUNDS,2024-04-20 19:00:00+00:00,13,1471,113.154
Path of Exile,2024-04-20 06:00:00+00:00,2,38,19.0
Path of Exile,2024-04-20 07:00:00+00:00,1,104,104.0
Path of Exile,2024-04-20 08:00:00+00:00,1,1034,1034.0
Path of Exile,2024-04-20 09:00:00+00:00,0,0,
Path of Exile,2024-04-20 10:00:00+00:00,3,54,18.0
Path of Exile,2024-04-20 11:00:00+00:00,4,783,195.75
Path of Exile,2024-04-20 12:00:00+00:00,7,830,118.571
Path of Exile,2024-04-20 13:00:00+00:00,10,355,35.5
Path of Exile,2024-04-20 14:00:00+00:00,11,1134,103.091
Path of Exile,2024-04-20 15:00:00+00:00,11,5556,505.091
Path of Exile,2024-04-20 16:00:00+00:00,13,2984,229.538
Path of Exile,2024-04-20 17:00:00+00:00,13,354,27.231
Path of Exile,2024-04-20 18:00:00+00:00,16,4002,250.125
Path of Exile,2024-04-20 19:00:00+00:00,6,233,38.833
"Pools, Hot Tubs, and Beaches",2024-04-18 21:00:00+00:00,1,4,4.0
"Pools, Hot Tubs, and Beaches",2024-04-18 22:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-18 23:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-19 00:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-19 01:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-19 02:00:00+00:00,1,1,1.0
"Pools, Hot Tubs, and Beaches",2024-04-19 03:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-19 04:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-19 05:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-19 06:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-19 07:00:00+00:00,1,6,6.0
"Pools, Hot Tubs, and Beaches",2024-04-19 08:00:00+00:00,1,1,1.0
"Pools, Hot Tubs, and Beaches",2024-04-19 09:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-19 10:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-19 11:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-19 12:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-19 13:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-19 14:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-19 15:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-19 16:00:00+00:00,4,6,1.5
"Pools, Hot Tubs, and Beaches",2024-04-19 17:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-19 18:00:00+00:00,2,4,2.0
"Pools, Hot Tubs, and Beaches",2024-04-19 19:00:00+00:00,3,5,1.667
"Pools, Hot Tubs, and Beaches",2024-04-19 20:00:00+00:00,1,1,1.0
"Pools, Hot Tubs, and Beaches",2024-04-19 21:00:00+00:00,1,1,1.0
"Pools, Hot Tubs, and Beaches",2024-04-19 22:00:00+00:00,1,1,1.0
"Pools, Hot Tubs, and Beaches",2024-04-19 23:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-20 00:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-20 01:00:00+00:00,2,13,6.5
"Pools, Hot Tubs, and Beaches",2024-04-20 02:00:00+00:00,2,3,1.5
"Pools, Hot Tubs, and Beaches",2024-04-20 03:00:00+00:00,2,2,1.0
"Pools, Hot Tubs, and Beaches",2024-04-20 04:00:00+00:00,3,216,72.0
"Pools, Hot Tubs, and Beaches",2024-04-20 05:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-20 06:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-20 07:00:00+00:00,1,2,2.0
"Pools, Hot Tubs, and Beaches",2024-04-20 08:00:00+00:00,1,189,189.0
"Pools, Hot Tubs, and Beaches",2024-04-20 09:00:00+00:00,1,32,32.0
"Pools, Hot Tubs, and Beaches",2024-04-20 10:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-20 11:00:00+00:00,0,0,
"Pools, Hot Tubs, and Beaches",2024-04-20 12:00:00+00:00,2,3,1.5
"Pools, Hot Tubs, and Beaches",2024-04-20 13:00:00+00:00,4,7,1.75
"Pools, Hot Tubs, and Beaches",2024-04-20 14:00:00+00:00,4,2797,699.25
"Pools, Hot Tubs, and Beaches",2024-04-20 15:00:00+00:00,3,7,2.333
"Pools, Hot Tubs, and Beaches",2024-04-20 16:00:00+00:00,6,338,56.333
"Pools, Hot Tubs, and Beaches",2024-04-20 17:00:00+00:00,7,38,5.429
"Pools, Hot Tubs, and Beaches",2024-04-20 18:00:00+00:00,13,348,26.769
"Pools, Hot Tubs, and Beaches",2024-04-20 19:00:00+00:00,8,1007,125.875
Pummel Party,2024-04-20 08:00:00+00:00,1,20,20.0
Pummel Party,2024-04-20 09:00:00+00:00,0,0,
Pummel Party,2024-04-20 10:00:00+00:00,2,35,17.5
Pummel Party,2024-04-20 11:00:00+00:00,1,13,13.0
Pummel Party,2024-04-20 12:00:00+00:00,0,0,
Pummel Party,2024-04-20 13:00:00+00:00,0,0,
Pummel Party,2024-04-20 14:00:00+00:00,4,1235,308.75
Pummel Party,2024-04-20 15:00:00+00:00,4,62,15.5
Pummel Party,2024-04-20 16:00:00+00:00,2,22,11.0
Pummel Party,2024-04-20 17:00:00+00:00,7,1024,146.286
Pummel Party,2024-04-20 18:00:00+00:00,14,82,5.857
Pummel Party,2024-04-20 19:00:00+00:00,4,15,3.75
ROBLOX,2024-04-19 02:00:00+00:00,1,29,29.0
ROBLOX,2024-04-19 03:00:00+00:00,0,0,
ROBLOX,2024-04-19 04:00:00+00:00,0,0,
ROBLOX,2024-04-19 05:00:00+00:00,0,0,
ROBLOX,2024-04-19 06:00:00+00:00,0,0,
ROBLOX,2024-04-19 07:00:00+00:00,0,0,
ROBLOX,2024-04-19 08:00:00+00:00,0,0,
ROBLOX,2024-04-19 09:00:00+00:00,0,0,
ROBLOX,2024-04-19 10:00:00+00:00,0,0,
ROBLOX,2024-04-19 11:00:00+00:00,0,0,
ROBLOX,2024-04-19 12:00:00+00:00,0,0,
ROBLOX,2024-04-19 13:00:00+00:00,1,78,78.0
ROBLOX,2024-04-19 14:00:00+00:00,0,0,
ROBLOX,2024-04-19 15:00:00+00:00,2,36,18.0
ROBLOX,2024-04-19 16:00:00+00:00,0,0,
ROBLOX,2024-04-19 17:00:00+00:00,0,0,
ROBLOX,2024-04-19 18:00:00+00:00,0,0,
ROBLOX,2024-04-19 19:00:00+00:00,0,0,
ROBLOX,2024-04-19 20:00:00+00:00,0,0,
ROBLOX,2024-04-19 21:00:00+00:00,1,8,8.0
ROBLOX,2024-04-19 22:00:00+00:00,1,18,18.0
ROBLOX,2024-04-19 23:00:00+00:00,0,0,
ROBLOX,2024-04-20 00:00:00+00:00,1,13,13.0
ROBLOX,2024-04-20 01:00:00+00:00,1,20,20.0
ROBLOX,2024-04-20 02:00:00+00:00,0,0,
ROBLOX,2024-04-20 03:00:00+00:00,0,0,
ROBLOX,2024-04-20 04:00:00+00:00,0,0,
ROBLOX,2024-04-20 05:00:00+00:00,0,0,
ROBLOX,2024-04-20 06:00:00+00:00,0,0,
ROBLOX,2024-04-20 07:00:00+00:00,0,0,
ROBLOX,2024-04-20 08:00:00+00:00,0,0,
ROBLOX,2024-04-20 09:00:00+00:00,0,0,
ROBLOX,2024-04-20 10:00:00+00:00,1,19,19.0
ROBLOX,2024-04-20 11:00:00+00:00,1,24,24.0
ROBLOX,2024-04-20 12:00:00+00:00,7,425,60.714
ROBLOX,2024-04-20 13:00:00+00:00,2,17,8.5
ROBLOX,2024-04-20 14:00:00+00:00,2,16,8.0
ROBLOX,2024-04-20 15:00:00+00:00,6,233,38.833
ROBLOX,2024-04-20 16:00:00+00:00,9,194,21.556
ROBLOX,2024-04-20 17:00:00+00:00,26,531,20.423
ROBLOX,2024-04-20 18:00:00+00:00,23,757,32.913
ROBLOX,2024-04-20 19:00:00+00:00,15,388,25.867
Red Dead Redemption 2,2024-04-19 23:00:00+00:00,1,12,12.0
Red Dead Redemption 2,2024-04-20 00:00:00+00:00,0,0,
Red Dead Redemption 2,2024-04-20 01:00:00+00:00,0,0,
Red Dead Redemption 2,2024-04-20 02:00:00+00:00,0,0,
Red Dead Redemption 2,2024-04-20 03:00:00+00:00,0,0,
Red Dead Redemption 2,2024-04-20 04:00:00+00:00,0,0,
Red Dead Redemption 2,2024-04-20 05:00:00+00:00,0,0,
Red Dead Redemption 2,2024-04-20 06:00:00+00:00,0,0,
Red Dead Redemption 2,2024-04-20 07:00:00+00:00,0,0,
Red Dead Redemption 2,2024-04-20 08:00:00+00:00,2,108,54.0
Red Dead Redemption 2,2024-04-20 09:00:00+00:00,2,108,54.0
Red Dead Redemption 2,2024-04-20 10:00:00+00:00,1,284,284.0
Red Dead Redemption 2,2024-04-20 11:00:00+00:00,6,415,69.167
Red Dead Redemption 2,2024-04-20 12:00:00+00:00,3,1221,407.0
Red Dead Redemption 2,2024-04-20 13:00:00+00:00,6,319,53.167
Red Dead Redemption 2,2024-04-20 14:00:00+00:00,6,275,45.833
Red Dead Redemption 2,2024-04-20 15:00:00+00:00,8,657,82.125
Red Dead Redemption 2,2024-04-20 16:00:00+00:00,13,256,19.692
