game_name,timestamp,hourly_channels,hourly_viewership,views_per_channel
Casino,2024-04-19 23:00:00+00:00,0,0,
Casino,2024-04-20 00:00:00+00:00,2,2,1.0
Casino,2024-04-20 01:00:00+00:00,0,0,
Casino,2024-04-20 02:00:00+00:00,0,0,
Casino,2024-04-20 03:00:00+00:00,0,0,
Casino,2024-04-20 04:00:00+00:00,0,0,
Casino,2024-04-20 05:00:00+00:00,0,0,
Casino,2024-04-20 06:00:00+00:00,0,0,
Casino,2024-04-20 07:00:00+00:00,0,0,
Casino,2024-04-20 08:00:00+00:00,0,0,
Casino,2024-04-20 09:00:00+00:00,2,36,18.0
Casino,2024-04-20 10:00:00+00:00,3,6722,2240.667
Casino,2024-04-20 11:00:00+00:00,0,0,
Casino,2024-04-20 12:00:00+00:00,2,42,21.0
Casino,2024-04-20 13:00:00+00:00,2,150,75.0
Casino,2024-04-20 14:00:00+00:00,2,91,45.5
Casino,2024-04-20 15:00:00+00:00,3,3000,1000.0
Casino,2024-04-20 16:00:00+00:00,8,5262,657.75
Casino,2024-04-20 17:00:00+00:00,13,1413,108.692
Casino,2024-04-20 18:00:00+00:00,11,4569,415.364
Casino,2024-04-20 19:00:00+00:00,13,3309,254.538
Chess,2024-04-19 01:00:00+00:00,1,1,1.0
Chess,2024-04-19 02:00:00+00:00,0,0,
Chess,2024-04-19 03:00:00+00:00,0,0,
Chess,2024-04-19 04:00:00+00:00,0,0,
Chess,2024-04-19 05:00:00+00:00,0,0,
Chess,2024-04-19 06:00:00+00:00,0,0,
Chess,2024-04-19 07:00:00+00:00,0,0,
Chess,2024-04-19 08:00:00+00:00,0,0,
Chess,2024-04-19 09:00:00+00:00,0,0,
Chess,2024-04-19 10:00:00+00:00,0,0,
Chess,2024-04-19 11:00:00+00:00,0,0,
Chess,2024-04-19 12:00:00+00:00,0,0,
Chess,2024-04-19 13:00:00+00:00,0,0,
Chess,2024-04-19 14:00:00+00:00,0,0,
Chess,2024-04-19 15:00:00+00:00,0,0,
Chess,2024-04-19 16:00:00+00:00,0,0,
Chess,2024-04-19 17:00:00+00:00,0,0,
Chess,2024-04-19 18:00:00+00:00,0,0,
Chess,2024-04-19 19:00:00+00:00,0,0,
Chess,2024-04-19 20:00:00+00:00,1,3,3.0
Chess,2024-04-19 21:00:00+00:00,0,0,
Chess,2024-04-19 22:00:00+00:00,0,0,
Chess,2024-04-19 23:00:00+00:00,0,0,
Chess,2024-04-20 00:00:00+00:00,0,0,
Chess,2024-04-20 01:00:00+00:00,0,0,
Chess,2024-04-20 02:00:00+00:00,0,0,
Chess,2024-04-20 03:00:00+00:00,0,0,
Chess,2024-04-20 04:00:00+00:00,1,76,76.0
Chess,2024-04-20 05:00:00+00:00,0,0,
Chess,2024-04-20 06:00:00+00:00,0,0,
Chess,2024-04-20 07:00:00+00:00,0,0,
Chess,2024-04-20 08:00:00+00:00,0,0,
Chess,2024-04-20 09:00:00+00:00,0,0,
Chess,2024-04-20 10:00:00+00:00,0,0,
Chess,2024-04-20 11:00:00+00:00,0,0,
Chess,2024-04-20 12:00:00+00:00,1,1,1.0
Chess,2024-04-20 13:00:00+00:00,2,4,2.0
Chess,2024-04-20 14:00:00+00:00,1,12,12.0
Chess,2024-04-20 15:00:00+00:00,6,1291,215.167
Chess,2024-04-20 16:00:00+00:00,6,30,5.0
Chess,2024-04-20 17:00:00+00:00,16,371,23.188
Chess,2024-04-20 18:00:00+00:00,45,35317,784.822
Chess,2024-04-20 19:00:00+00:00,17,457,26.882
Counter-Strike,2024-04-19 12:00:00+00:00,1,249,249.0
Counter-Strike,2024-04-19 13:00:00+00:00,1,74,74.0
Counter-Strike,2024-04-19 14:00:00+00:00,0,0,
Counter-Strike,2024-04-19 15:00:00+00:00,0,0,
Counter-Strike,2024-04-19 16:00:00+00:00,0,0,
Counter-Strike,2024-04-19 17:00:00+00:00,0,0,
Counter-Strike,2024-04-19 18:00:00+00:00,1,194,194.0
Counter-Strike,2024-04-19 19:00:00+00:00,0,0,
Counter-Strike,2024-04-19 20:00:00+00:00,0,0,
Counter-Strike,2024-04-19 21:00:00+00:00,0,0,
Counter-Strike,2024-04-19 22:00:00+00:00,0,0,
Counter-Strike,2024-04-19 23:00:00+00:00,0,0,
Counter-Strike,2024-04-20 00:00:00+00:00,1,175,175.0
Counter-Strike,2024-04-20 01:00:00+00:00,0,0,
Counter-Strike,2024-04-20 02:00:00+00:00,0,0,
Counter-Strike,2024-04-20 03:00:00+00:00,0,0,
Counter-Strike,2024-04-20 04:00:00+00:00,0,0,
Counter-Strike,2024-04-20 05:00:00+00:00,0,0,
Counter-Strike,2024-04-20 06:00:00+00:00,0,0,
Counter-Strike,2024-04-20 07:00:00+00:00,0,0,
Counter-Strike,2024-04-20 08:00:00+00:00,4,1703,425.75
Counter-Strike,2024-04-20 09:00:00+00:00,0,0,
Counter-Strike,2024-04-20 10:00:00+00:00,2,1416,708.0
Counter-Strike,2024-04-20 11:00:00+00:00,2,523,261.5
Counter-Strike,2024-04-20 12:00:00+00:00,5,58480,11696.0
Counter-Strike,2024-04-20 13:00:00+00:00,6,5218,869.667
Counter-Strike,2024-04-20 14:00:00+00:00,7,1559,222.714
Counter-Strike,2024-04-20 15:00:00+00:00,4,978,244.5
Counter-Strike,2024-04-20 16:00:00+00:00,5,2961,592.2
Counter-Strike,2024-04-20 17:00:00+00:00,23,7287,316.826
Counter-Strike,2024-04-20 18:00:00+00:00,20,9897,494.85
Counter-Strike,2024-04-20 19:00:00+00:00,13,3529,271.462
Counter-Strike: Global Offensive,2024-04-20 07:00:00+00:00,1,244,244.0
Counter-Strike: Global Offensive,2024-04-20 08:00:00+00:00,0,0,
Counter-Strike: Global Offensive,2024-04-20 09:00:00+00:00,0,0,
Counter-Strike: Global Offensive,2024-04-20 10:00:00+00:00,0,0,
Counter-Strike: Global Offensive,2024-04-20 11:00:00+00:00,0,0,
Counter-Strike: Global Offensive,2024-04-20 12:00:00+00:00,0,0,
Counter-Strike: Global Offensive,2024-04-20 13:00:00+00:00,0,0,
Counter-Strike: Global Offensive,2024-04-20 14:00:00+00:00,0,0,
Counter-Strike: Global Offensive,2024-04-20 15:00:00+00:00,0,0,
Counter-Strike: Global Offensive,2024-04-20 16:00:00+00:00,0,0,
Counter-Strike: Global Offensive,2024-04-20 17:00:00+00:00,1,467,467.0
DayZ,2024-04-19 05:00:00+00:00,1,30,30.0
DayZ,2024-04-19 06:00:00+00:00,0,0,
DayZ,2024-04-19 07:00:00+00:00,0,0,
DayZ,2024-04-19 08:00:00+00:00,0,0,
DayZ,2024-04-19 09:00:00+00:00,0,0,
DayZ,2024-04-19 10:00:00+00:00,0,0,
DayZ,2024-04-19 11:00:00+00:00,0,0,
DayZ,2024-04-19 12:00:00+00:00,0,0,
DayZ,2024-04-19 13:00:00+00:00,0,0,
DayZ,2024-04-19 14:00:00+00:00,0,0,
DayZ,2024-04-19 15:00:00+00:00,0,0,
DayZ,2024-04-19 16:00:00+00:00,0,0,
DayZ,2024-04-19 17:00:00+00:00,0,0,
DayZ,2024-04-19 18:00:00+00:00,0,0,
DayZ,2024-04-19 19:00:00+00:00,0,0,
DayZ,2024-04-19 20:00:00+00:00,0,0,
DayZ,2024-04-19 21:00:00+00:00,0,0,
DayZ,2024-04-19 22:00:00+00:00,0,0,
DayZ,2024-04-19 23:00:00+00:00,0,0,
DayZ,2024-04-20 00:00:00+00:00,0,0,
DayZ,2024-04-20 01:00:00+00:00,0,0,
DayZ,2024-04-20 02:00:00+00:00,0,0,
DayZ,2024-04-20 03:00:00+00:00,0,0,
DayZ,2024-04-20 04:00:00+00:00,0,0,
DayZ,2024-04-20 05:00:00+00:00,0,0,
DayZ,2024-04-20 06:00:00+00:00,1,40,40.0
DayZ,2024-04-20 07:00:00+00:00,0,0,
DayZ,2024-04-20 08:00:00+00:00,0,0,
DayZ,2024-04-20 09:00:00+00:00,1,30,30.0
DayZ,2024-04-20 10:00:00+00:00,1,9,9.0
DayZ,2024-04-20 11:00:00+00:00,3,557,185.667
DayZ,2024-04-20 12:00:00+00:00,4,66,16.5
DayZ,2024-04-20 13:00:00+00:00,3,172,57.333
DayZ,2024-04-20 14:00:00+00:00,7,1149,164.143
DayZ,2024-04-20 15:00:00+00:00,11,415,37.727
DayZ,2024-04-20 16:00:00+00:00,13,807,62.077
DayZ,2024-04-20 17:00:00+00:00,21,1111,52.905
DayZ,2024-04-20 18:00:00+00:00,21,678,32.286
DayZ,2024-04-20 19:00:00+00:00,11,315,28.636
Dead by Daylight,2024-04-19 13:00:00+00:00,1,76,76.0
Dead by Daylight,2024-04-19 14:00:00+00:00,0,0,
Dead by Daylight,2024-04-19 15:00:00+00:00,0,0,
Dead by Daylight,2024-04-19 16:00:00+00:00,0,0,
Dead by Daylight,2024-04-19 17:00:00+00:00,0,0,
Dead by Daylight,2024-04-19 18:00:00+00:00,0,0,
Dead by Daylight,2024-04-19 19:00:00+00:00,0,0,
Dead by Daylight,2024-04-19 20:00:00+00:00,0,0,
Dead by Daylight,2024-04-19 21:00:00+00:00,0,0,
Dead by Daylight,2024-04-19 22:00:00+00:00,0,0,
Dead by Daylight,2024-04-19 23:00:00+00:00,0,0,
Dead by Daylight,2024-04-20 00:00:00+00:00,0,0,
Dead by Daylight,2024-04-20 01:00:00+00:00,0,0,
Dead by Daylight,2024-04-20 02:00:00+00:00,1,123,123.0
Dead by Daylight,2024-04-20 03:00:00+00:00,0,0,
Dead by Daylight,2024-04-20 04:00:00+00:00,0,0,
Dead by Daylight,2024-04-20 05:00:00+00:00,0,0,
Dead by Daylight,2024-04-20 06:00:00+00:00,0,0,
Dead by Daylight,2024-04-20 07:00:00+00:00,0,0,
Dead by Daylight,2024-04-20 08:00:00+00:00,0,0,
Dead by Daylight,2024-04-20 09:00:00+00:00,2,151,75.5
Dead by Daylight,2024-04-20 10:00:00+00:00,1,70,70.0
Dead by Daylight,2024-04-20 11:00:00+00:00,2,150,75.0
Dead by Daylight,2024-04-20 12:00:00+00:00,2,253,126.5
Dead by Daylight,2024-04-20 13:00:00+00:00,2,79,39.5
Dead by Daylight,2024-04-20 14:00:00+00:00,6,408,68.0
Dead by Daylight,2024-04-20 15:00:00+00:00,13,1332,102.462
Dead by Daylight,2024-04-20 16:00:00+00:00,14,2914,208.143
Dead by Daylight,2024-04-20 17:00:00+00:00,22,6695,304.318
Dead by Daylight,2024-04-20 18:00:00+00:00,24,3853,160.542
Dead by Daylight,2024-04-20 19:00:00+00:00,10,960,96.0
Death Must Die,2024-04-20 10:00:00+00:00,1,4,4.0
Death Must Die,2024-04-20 11:00:00+00:00,0,0,
Death Must Die,2024-04-20 12:00:00+00:00,0,0,
Death Must Die,2024-04-20 13:00:00+00:00,1,3,3.0
Death Must Die,2024-04-20 14:00:00+00:00,2,42,21.0
Death Must Die,2024-04-20 15:00:00+00:00,3,152,50.667
Death Must Die,2024-04-20 16:00:00+00:00,4,17030,4257.5
Death Must Die,2024-04-20 17:00:00+00:00,11,104,9.455
Death Must Die,2024-04-20 18:00:00+00:00,10,183,18.3
Death Must Die,2024-04-20 19:00:00+00:00,12,28,2.333
Destiny 2,2024-04-18 23:00:00+00:00,1,24,24.0
Destiny 2,2024-04-19 00:00:00+00:00,0,0,
Destiny 2,2024-04-19 01:00:00+00:00,0,0,
Destiny 2,2024-04-19 02:00:00+00:00,0,0,
Destiny 2,2024-04-19 03:00:00+00:00,0,0,
Destiny 2,2024-04-19 04:00:00+00:00,0,0,
Destiny 2,2024-04-19 05:00:00+00:00,0,0,
Destiny 2,2024-04-19 06:00:00+00:00,0,0,
Destiny 2,2024-04-19 07:00:00+00:00,0,0,
Destiny 2,2024-04-19 08:00:00+00:00,0,0,
Destiny 2,2024-04-19 09:00:00+00:00,1,40,40.0
Destiny 2,2024-04-19 10:00:00+00:00,0,0,
Destiny 2,2024-04-19 11:00:00+00:00,0,0,
Destiny 2,2024-04-19 12:00:00+00:00,0,0,
Destiny 2,2024-04-19 13:00:00+00:00,0,0,
Destiny 2,2024-04-19 14:00:00+00:00,0,0,
Destiny 2,2024-04-19 15:00:00+00:00,0,0,
Destiny 2,2024-04-19 16:00:00+00:00,0,0,
Destiny 2,2024-04-19 17:00:00+00:00,0,0,
Destiny 2,2024-04-19 18:00:00+00:00,0,0,
Destiny 2,2024-04-19 19:00:00+00:00,0,0,
Destiny 2,2024-04-19 20:00:00+00:00,0,0,
Destiny 2,2024-04-19 21:00:00+00:00,0,0,
Destiny 2,2024-04-19 22:00:00+00:00,1,27,27.0
Destiny 2,2024-04-19 23:00:00+00:00,0,0,
Destiny 2,2024-04-20 00:00:00+00:00,0,0,
Destiny 2,2024-04-20 01:00:00+00:00,0,0,
Destiny 2,2024-04-20 02:00:00+00:00,0,0,
Destiny 2,2024-04-20 03:00:00+00:00,1,133,133.0
Destiny 2,2024-04-20 04:00:00+00:00,0,0,
Destiny 2,2024-04-20 05:00:00+00:00,0,0,
Destiny 2,2024-04-20 06:00:00+00:00,0,0,
Destiny 2,2024-04-20 07:00:00+00:00,0,0,
Destiny 2,2024-04-20 08:00:00+00:00,0,0,
Destiny 2,2024-04-20 09:00:00+00:00,1,39,39.0
Destiny 2,2024-04-20 10:00:00+00:00,0,0,
Destiny 2,2024-04-20 11:00:00+00:00,2,93,46.5
Destiny 2,2024-04-20 12:00:00+00:00,3,104,34.667
Destiny 2,2024-04-20 13:00:00+00:00,6,3611,601.833
Destiny 2,2024-04-20 14:00:00+00:00,13,911,70.077
Destiny 2,2024-04-20 15:00:00+00:00,10,4517,451.7
Destiny 2,2024-04-20 16:00:00+00:00,16,2190,136.875
Destiny 2,2024-04-20 17:00:00+00:00,19,1946,102.421
Destiny 2,2024-04-20 18:00:00+00:00,21,1029,49.0
Destiny 2,2024-04-20 19:00:00+00:00,5,181,36.2
Dota 2,2024-04-19 22:00:00+00:00,1,65,65.0
Dota 2,2024-04-19 23:00:00+00:00,0,0,
Dota 2,2024-04-20 00:00:00+00:00,0,0,
Dota 2,2024-04-20 01:00:00+00:00,0,0,
Dota 2,2024-04-20 02:00:00+00:00,0,0,
Dota 2,2024-04-20 03:00:00+00:00,1,144,144.0
Dota 2,2024-04-20 04:00:00+00:00,0,0,
Dota 2,2024-04-20 05:00:00+00:00,0,0,
Dota 2,2024-04-20 06:00:00+00:00,0,0,
Dota 2,2024-04-20 07:00:00+00:00,0,0,
Dota 2,2024-04-20 08:00:00+00:00,2,6337,3168.5
Dota 2,2024-04-20 09:00:00+00:00,1,46,46.0
Dota 2,2024-04-20 10:00:00+00:00,2,154,77.0
Dota 2,2024-04-20 11:00:00+00:00,0,0,
Dota 2,2024-04-20 12:00:00+00:00,4,3821,955.25
Dota 2,2024-04-20 13:00:00+00:00,8,12350,1543.75
Dota 2,2024-04-20 14:00:00+00:00,7,3845,549.286
Dota 2,2024-04-20 15:00:00+00:00,8,3150,393.75
Dota 2,2024-04-20 16:00:00+00:00,21,14480,689.524
Dota 2,2024-04-20 17:00:00+00:00,14,2470,176.429
Dota 2,2024-04-20 18:00:00+00:00,22,15264,693.818
Dota 2,2024-04-20 19:00:00+00:00,7,2298,328.286
Dungeon Clawler,2024-04-20 16:00:00+00:00,1,3,3.0
Dungeon Clawler,2024-04-20 17:00:00+00:00,1,13491,13491.0
EA Sports FC 24,2024-04-18 22:00:00+00:00,1,79,79.0
EA Sports FC 24,2024-04-18 23:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 00:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 01:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 02:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 03:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 04:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 05:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 06:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 07:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 08:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 09:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 10:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 11:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 12:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 13:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 14:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 15:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 16:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 17:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 18:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 19:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 20:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 21:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 22:00:00+00:00,0,0,
EA Sports FC 24,2024-04-19 23:00:00+00:00,0,0,
EA Sports FC 24,2024-04-20 00:00:00+00:00,0,0,
EA Sports FC 24,2024-04-20 01:00:00+00:00,1,50,50.0
EA Sports FC 24,2024-04-20 02:00:00+00:00,0,0,
EA Sports FC 24,2024-04-20 03:00:00+00:00,0,0,
EA Sports FC 24,2024-04-20 04:00:00+00:00,0,0,
EA Sports FC 24,2024-04-20 05:00:00+00:00,1,46,46.0
EA Sports FC 24,2024-04-20 06:00:00+00:00,0,0,
EA Sports FC 24,2024-04-20 07:00:00+00:00,1,43,43.0
EA Sports FC 24,2024-04-20 08:00:00+00:00,1,51,51.0
EA Sports FC 24,2024-04-20 09:00:00+00:00,3,10381,3460.333
EA Sports FC 24,2024-04-20 10:00:00+00:00,1,159,159.0
EA Sports FC 24,2024-04-20 11:00:00+00:00,1,71,71.0
EA Sports FC 24,2024-04-20 12:00:00+00:00,5,8132,1626.4
EA Sports FC 24,2024-04-20 13:00:00+00:00,5,389,77.8
EA Sports FC 24,2024-04-20 14:00:00+00:00,3,960,320.0
EA Sports FC 24,2024-04-20 15:00:00+00:00,6,447,74.5
EA Sports FC 24,2024-04-20 16:00:00+00:00,16,9509,594.312
EA Sports FC 24,2024-04-20 17:00:00+00:00,10,4271,427.1
EA Sports FC 24,2024-04-20 18:00:00+00:00,23,2521,109.609
EA Sports FC 24,2024-04-20 19:00:00+00:00,19,2528,133.053
ELDEN RING,2024-04-19 16:00:00+00:00,2,5880,2940.0
ELDEN RING,2024-04-19 17:00:00+00:00,0,0,
ELDEN RING,2024-04-19 18:00:00+00:00,0,0,
ELDEN RING,2024-04-19 19:00:00+00:00,0,0,
ELDEN RING,2024-04-19 20:00:00+00:00,0,0,
ELDEN RING,2024-04-19 21:00:00+00:00,0,0,
ELDEN RING,2024-04-19 22:00:00+00:00,0,0,
ELDEN RING,2024-04-19 23:00:00+00:00,0,0,
ELDEN RING,2024-04-20 00:00:00+00:00,0,0,
ELDEN RING,2024-04-20 01:00:00+00:00,0,0,
ELDEN RING,2024-04-20 02:00:00+00:00,2,66,33.0
ELDEN RING,2024-04-20 03:00:00+00:00,0,0,
ELDEN RING,2024-04-20 04:00:00+00:00,0,0,
ELDEN RING,2024-04-20 05:00:00+00:00,0,0,
ELDEN RING,2024-04-20 06:00:00+00:00,0,0,
ELDEN RING,2024-04-20 07:00:00+00:00,0,0,
ELDEN RING,2024-04-20 08:00:00+00:00,3,435,145.0
ELDEN RING,2024-04-20 09:00:00+00:00,0,0,
ELDEN RING,2024-04-20 10:00:00+00:00,1,31,31.0
ELDEN RING,2024-04-20 11:00:00+00:00,2,90,45.0
ELDEN RING,2024-04-20 12:00:00+00:00,4,900,225.0
ELDEN RING,2024-04-20 13:00:00+00:00,7,6826,975.143
ELDEN RING,2024-04-20 14:00:00+00:00,10,845,84.5
ELDEN RING,2024-04-20 15:00:00+00:00,9,551,61.222
ELDEN RING,2024-04-20 16:00:00+00:00,8,3768,471.0
ELDEN RING,2024-04-20 17:00:00+00:00,16,1442,90.125
ELDEN RING,2024-04-20 18:00:00+00:00,21,1689,80.429
ELDEN RING,2024-04-20 19:00:00+00:00,13,1369,105.308
EVE Online,2024-04-20 06:00:00+00:00,1,1,1.0
EVE Online,2024-04-20 07:00:00+00:00,0,0,
EVE Online,2024-04-20 08:00:00+00:00,0,0,
EVE Online,2024-04-20 09:00:00+00:00,0,0,
EVE Online,2024-04-20 10:00:00+00:00,1,4,4.0
EVE Online,2024-04-20 11:00:00+00:00,1,48,48.0
EVE Online,2024-04-20 12:00:00+00:00,2,132,66.0
EVE Online,2024-04-20 13:00:00+00:00,1,329,329.0
EVE Online,2024-04-20 14:00:00+00:00,3,331,110.333
EVE Online,2024-04-20 15:00:00+00:00,3,91,30.333
EVE Online,2024-04-20 16:00:00+00:00,7,5046,720.857
EVE Online,2024-04-20 17:00:00+00:00,4,51,12.75
EVE Online,2024-04-20 18:00:00+00:00,4,10,2.5
EVE Online,2024-04-20 19:00:00+00:00,7,47,6.714
Escape from Tarkov,2024-04-19 13:00:00+00:00,1,122,122.0
Escape from Tarkov,2024-04-19 14:00:00+00:00,0,0,
Escape from Tarkov,2024-04-19 15:00:00+00:00,0,0,
Escape from Tarkov,2024-04-19 16:00:00+00:00,0,0,
Escape from Tarkov,2024-04-19 17:00:00+00:00,1,270,270.0
Escape from Tarkov,2024-04-19 18:00:00+00:00,0,0,
Escape from Tarkov,2024-04-19 19:00:00+00:00,0,0,
Escape from Tarkov,2024-04-19 20:00:00+00:00,0,0,
Escape from Tarkov,2024-04-19 21:00:00+00:00,0,0,
Escape from Tarkov,2024-04-19 22:00:00+00:00,0,0,
Escape from Tarkov,2024-04-19 23:00:00+00:00,0,0,
Escape from Tarkov,2024-04-20 00:00:00+00:00,0,0,
Escape from Tarkov,2024-04-20 01:00:00+00:00,0,0,
Escape from Tarkov,2024-04-20 02:00:00+00:00,0,0,
Escape from Tarkov,2024-04-20 03:00:00+00:00,0,0,
Escape from Tarkov,2024-04-20 04:00:00+00:00,0,0,
Escape from Tarkov,2024-04-20 05:00:00+00:00,0,0,
Escape from Tarkov,2024-04-20 06:00:00+00:00,1,34,34.0
Escape from Tarkov,2024-04-20 07:00:00+00:00,1,58,58.0
Escape from Tarkov,2024-04-20 08:00:00+00:00,1,25,25.0
Escape from Tarkov,2024-04-20 09:00:00+00:00,0,0,
Escape from Tarkov,2024-04-20 10:00:00+00:00,3,295,98.333
Escape from Tarkov,2024-04-20 11:00:00+00:00,1,162,162.0
Escape from Tarkov,2024-04-20 12:00:00+00:00,4,127,31.75
Escape from Tarkov,2024-04-20 13:00:00+00:00,5,1149,229.8
Escape from Tarkov,2024-04-20 14:00:00+00:00,7,578,82.571
Escape from Tarkov,2024-04-20 15:00:00+00:00,14,1955,139.643
Escape from Tarkov,2024-04-20 16:00:00+00:00,15,1650,110.0
Escape from Tarkov,2024-04-20 17:00:00+00:00,10,562,56.2
Escape from Tarkov,2024-04-20 18:00:00+00:00,14,1158,82.714
Escape from Tarkov,2024-04-20 19:00:00+00:00,22,1811,82.318
Eve Online,2024-04-20 12:00:00+00:00,1,1,1.0
F1 23,2024-04-20 09:00:00+00:00,1,96,96.0
F1 23,2024-04-20 10:00:00+00:00,0,0,
F1 23,2024-04-20 11:00:00+00:00,0,0,
F1 23,2024-04-20 12:00:00+00:00,1,52,52.0
F1 23,2024-04-20 13:00:00+00:00,2,144,72.0
F1 23,2024-04-20 14:00:00+00:00,1,18,18.0
F1 23,2024-04-20 15:00:00+00:00,3,275,91.667
F1 23,2024-04-20 16:00:00+00:00,13,4595,353.462
F1 23,2024-04-20 17:00:00+00:00,25,2175,87.0
F1 23,2024-04-20 18:00:00+00:00,31,450,14.516
F1 23,2024-04-20 19:00:00+00:00,23,246,10.696
FINAL FANTASY XIV ONLINE,2024-04-19 08:00:00+00:00,1,13,13.0
FINAL FANTASY XIV ONLINE,2024-04-19 09:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-19 10:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-19 11:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-19 12:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-19 13:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-19 14:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-19 15:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-19 16:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-19 17:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-19 18:00:00+00:00,1,14,14.0
FINAL FANTASY XIV ONLINE,2024-04-19 19:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-19 20:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-19 21:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-19 22:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-19 23:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-20 00:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-20 01:00:00+00:00,1,26,26.0
FINAL FANTASY XIV ONLINE,2024-04-20 02:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-20 03:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-20 04:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-20 05:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-20 06:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-20 07:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-20 08:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-20 09:00:00+00:00,0,0,
FINAL FANTASY XIV ONLINE,2024-04-20 10:00:00+00:00,2,199,99.5
FINAL FANTASY XIV ONLINE,2024-04-20 11:00:00+00:00,2,158,79.0
FINAL FANTASY XIV ONLINE,2024-04-20 12:00:00+00:00,5,462,92.4
FINAL FANTASY XIV ONLINE,2024-04-20 13:00:00+00:00,5,474,94.8
FINAL FANTASY XIV ONLINE,2024-04-20 14:00:00+00:00,5,140,28.0
FINAL FANTASY XIV ONLINE,2024-04-20 15:00:00+00:00,6,171,28.5
FINAL FANTASY XIV ONLINE,2024-04-20 16:00:00+00:00,16,1023,63.938
FINAL FANTASY XIV ONLINE,2024-04-20 17:00:00+00:00,32,1828,57.125
FINAL FANTASY XIV ONLINE,2024-04-20 18:00:00+00:00,19,1954,102.842
FINAL FANTASY XIV ONLINE,2024-04-20 19:00:00+00:00,5,209,41.8
Fallout 4,2024-04-19 21:00:00+00:00,1,19,19.0
Fallout 4,2024-04-19 22:00:00+00:00,0,0,
Fallout 4,2024-04-19 23:00:00+00:00,0,0,
Fallout 4,2024-04-20 00:00:00+00:00,0,0,
Fallout 4,2024-04-20 01:00:00+00:00,0,0,
Fallout 4,2024-04-20 02:00:00+00:00,0,0,
Fallout 4,2024-04-20 03:00:00+00:00,0,0,
Fallout 4,2024-04-20 04:00:00+00:00,0,0,
Fallout 4,2024-04-20 05:00:00+00:00,0,0,
Fallout 4,2024-04-20 06:00:00+00:00,0,0,
Fallout 4,2024-04-20 07:00:00+00:00,1,7,7.0
Fallout 4,2024-04-20 08:00:00+00:00,0,0,
Fallout 4,2024-04-20 09:00:00+00:00,0,0,
Fallout 4,2024-04-20 10:00:00+00:00,2,23,11.5
Fallout 4,2024-04-20 11:00:00+00:00,2,122,61.0
Fallout 4,2024-04-20 12:00:00+00:00,3,176,58.667
Fallout 4,2024-04-20 13:00:00+00:00,7,2812,401.714
Fallout 4,2024-04-20 14:00:00+00:00,4,108,27.0
